osm_id,osm_type,tunnel,oneway,bridge,surface,lanes,smoothness,name,width,layer,highway,longitude,latitude,geom_type
835984462,ways_line,,yes,yes,,"2",,Rajiv Gandhi Salai,,"1",primary,80.22918295,12.8144576,LINESTRING
1201360089,ways_line,,,,,,,,,,primary,80.24190685,12.81408335,LINESTRING
98366387,ways_line,,yes,,asphalt,"2",,East Coast Road (Thiruvanmiyur - Mahabalipuram - Marakkanam - Pondicherry Road),,"1",primary,80.18564295,12.62157095,LINESTRING
829565560,ways_line,,yes,,,"2",,East Coast Road (Thiruvanmiyur - Mahabalipuram - Marakkanam - Pondicherry Road),,,primary,80.1855989837372,12.6216886588513,LINESTRING
98366410,ways_line,,yes,yes,asphalt,"2",,East Coast Road (Thiruvanmiyur - Mahabalipuram - Marakkanam - Pondicherry Road),,"1",primary,80.1865995,12.6220254,LINESTRING
1149808811,ways_line,,yes,,,,,,,,primary,80.2412621668102,12.7953359530884,LINESTRING
1149808812,ways_line,,,,,,,,,,secondary,80.24128405,12.7954817,LINESTRING
921251609,ways_line,,,,,,,East Coast Road to Muttukadu Picturesque Beauty Spot Road,,,secondary,80.2476647776901,12.7958453064194,LINESTRING
31986564,ways_line,,,yes,asphalt,,,East Coast Road to Muttukadu Picturesque Beauty Spot Road,,"1",secondary,80.2456747,12.79573425,LINESTRING
28123020,ways_line,,,,,,,East Coast Road to Muttukadu Picturesque Beauty Spot Road,,,secondary,80.2431079147796,12.7955925045318,LINESTRING
102547889,ways_line,,,yes,,,,Kovalam Road,,"1",secondary,80.2357841,12.78390075,LINESTRING
833452814,ways_line,,yes,,,,,Kovalam Road,,,secondary,80.2451628690205,12.7850539589077,LINESTRING
840423595,ways_line,,,,,,,,,,secondary,80.21315425,12.7707579,LINESTRING
30424589,ways_line,,,,,,good,Medavakkam - Mambakkam - Sembakkam Road,,,primary,80.1716980301772,12.8753171537704,LINESTRING
760485718,ways_line,,,,,,,,,,primary,80.22185275,12.79030645,LINESTRING
492440879,ways_line,,yes,,,"3",,Rajiv Gandhi Salai,,,primary,80.2435928,12.95638145,LINESTRING
1155017519,ways_line,,yes,,,"3",,Rajiv Gandhi Salai,,,primary,80.2436608167424,12.957022980516,LINESTRING
349521475,ways_line,,,yes,,,,Korattur – Thinnanur – Periyapalayam Road,,,primary,80.0244373,13.11150265,LINESTRING
25392315,ways_line,,,,asphalt,,,North Park Street,,,secondary,80.1536273579262,13.1192332724776,LINESTRING
845019223,ways_line,,,,,,,Kalli Kuppam Road (KKRoad),,,secondary,80.1576458688606,13.1190196081165,LINESTRING
219560962,ways_line,,,,,,,,,,secondary,80.1667961532611,13.1217717725151,LINESTRING
1019183975,ways_line,,yes,,asphalt,"2",,Grand Southern Trunk Road,,,primary,80.1196292934073,12.9285686627222,LINESTRING
1019356628,ways_line,,yes,,asphalt,"2",,Grand Southern Trunk Road,,,primary,80.11832045,12.92724285,LINESTRING
1080757464,ways_line,,yes,,asphalt,"2",,Grand Southern Trunk Road,,,primary,80.1186124,12.92753415,LINESTRING
